LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index,
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index,
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,,nm^2
ID7114,7114,50,5849,163.1300416,1069.216071,0,140,140,43.12638015,1,,254.2151163,255,0,255,1486650,14.12669216,0.997599458,17.97374924,6.799315993,-1.914079086,55.87025201,42.36941738,0.119530204,1.318645746,5843,393.6165295,0.473913516,0.743478814,5.14938525,64.74238227
ID7115,7115,51,7574,682.1414505,1111.10499,0,140,140,49.10232411,1,,254.5284016,255,0,255,1926780,10.95678098,0.998238,23.20973329,-0.366423774,1.076791792,54.71830605,46.87410551,2.061610609,1.167346138,7574.5,371.62162,0.689226377,0.869283296,4.269961775,83.92797784
ID7116,7116,39,3743,1208.108858,1130.195704,0,140,140,34.54020054,1,,253.7786056,255,0,255,953700,17.60813052,0.998928202,14.40485308,-0.083829653,0.58519353,42.09000056,30.09650738,1.029805659,1.398501163,3748,255.1994976,0.723185677,0.893764159,4.168502094,41.52908587
ID7117,7117,41,3951,986.6900956,1247.01163,0,140,140,35.4183464,1,,254.4831518,255,0,255,1004445,11.4700698,0.73221829,18.75689395,-1.113215225,-1.390087007,43.94494855,30.80253224,0.026860559,1.426666749,3941,269.0334986,0.684232313,0.876459468,4.285516207,43.66759003
ID7100,7100,44,17777,491.7865755,82.24139289,0,140,140,75.22151645,1,,253.249198,255,0,255,4499985,21.05740122,0.914646489,11.49047479,-1.088595479,3.202667752,90.34587597,64.55691062,0.549285215,1.399476448,17776,610.8105588,0.598729744,0.853814933,4.581308262,196.9639889
ID7103,7103,46,12387,1090.104092,69.86451314,0,140,140,62.80142231,1,,253.3941547,255,0,255,3138540,20.17286965,0.772964077,10.95262657,0.521624384,0.248946483,73.82724883,54.99713293,1.142409373,1.342383592,12390.5,472.8750447,0.696315248,0.896887441,4.248170897,137.2908587
ID7118,7118,44,16687,497.499092,78.23504555,0,141,141,72.91700202,1,,253.0601977,255,0,255,4224840,22.15662807,0.912323383,10.8977701,1.955285353,3.130780586,99.82684922,55.944256,0.650565441,1.784398549,16703.5,592.3713844,0.598176302,0.884157315,4.583427122,185.0803324
ID7119,7119,46,11303,1089.396931,67.690137,0,141,141,59.97815585,1,,253.5561355,255,0,255,2865945,19.1346044,0.775814312,11.57830184,2.281247421,0.912588984,72.58007101,51.71053017,1.106554755,1.403583966,11301.5,477.6842729,0.622392094,0.860607676,4.493377417,125.2243767
ID7120,7120,65,443,749.4522744,163.9019389,0,141,141,11.92830747,1,,253.2692308,255,0,255,111945,20.96054827,0.992519999,12.037779,-0.398268955,0.379223816,17.89173009,8.881523134,0.591529014,2.014488936,447,100.6033906,0.554998937,0.834733894,4.758377095,4.952908587
ID7121,7121,63,3199,978.6047306,279.670761,0,141,141,31.89293403,1,,254.1209652,255,0,255,810900,14.94828397,0.996447399,16.96975836,-0.111099722,0.337440972,44.1252349,24.65165282,1.570825998,1.789950362,3195.5,236.4155524,0.718450085,0.915091638,4.182217662,35.40720222
ID7122,7122,52,3480,1263.852198,309.6907977,0,141,141,33.28718543,1,,254.1958142,255,0,255,886635,14.29962527,0.69158437,14.5353415,10.18610066,0.920777581,57.92735,32.36506871,1.568259615,1.789810815,3481,289.1175996,0.523316982,0.926537131,4.900298298,38.57063712
ID7123,7123,59,2970,799.7424548,407.8883092,0,141,141,30.7522141,1,,254.3133625,255,0,255,755565,13.21665182,0.997977073,19.22240798,1.477303003,0.401842188,40.44858033,25.45316938,0.230324998,1.589137279,2971,242.8812901,0.632884404,0.867571908,4.455974894,32.91966759
ID7124,7124,,489,293.9090292,412.2946368,0,141,141,12.50160606,1,,251.8965517,255,0,255,124185,27.98815531,0.99725477,8.98774202,0.31937223,0.171305971,17.14119092,9.559136563,0.902179773,1.793173558,491,88.74704347,0.783400002,0.95711501,4.005098005,5.440443213
ID7125,7125,66,1069,639.567794,447.5768749,0,141,141,18.40763086,1,,253.084507,255,0,255,269535,22.02810053,0.992456415,11.44566734,-0.044179938,0.318586334,21.76338267,16.56468364,0.191954651,1.313842338,1064.5,127.5803256,0.821841594,0.945381883,3.91030716,11.79501385
ID7126,7126,42,11240,1224.45681,606.0517016,0,141,141,59.78679509,1,,254.8408949,255,0,255,2859060,6.367895871,0.792994073,35.39926555,-1.315684799,-2.044727974,76.9562668,49.09288057,1.669826462,1.567564704,11229.5,486.6520999,0.595844699,0.844863258,4.592386081,124.4265928
ID7127,7127,43,2528,1003.702614,621.2831914,0,141,141,28.34736862,1,,253.0811881,255,0,255,639030,22.0410433,0.994163304,11.44866166,-3.158306394,0.266358289,33.15338055,28.03225211,-1.449092845,1.182687014,2524.5,225.0392272,0.62642457,0.837035809,4.478891482,27.97229917
ID7128,7128,45,8126,838.1227898,804.8921087,0,141,141,50.91478875,1,,253.7803532,255,0,255,2069325,17.59432749,0.999095623,14.41746182,1.66225924,1.464322882,56.23372047,50.23531888,1.179048428,1.119406062,8144,382.7164847,0.698704099,0.878817309,4.240902485,90.23822715
ID7129,7129,47,13915,1192.552889,858.3491271,0,141,141,66.56241662,1,,254.4506678,255,0,255,3543480,11.82319665,0.942064848,20.87929108,0.188849199,-0.419701269,71.23664475,65.95359833,1.747972488,1.080102475,13919,477.7698133,0.766267641,0.919322347,4.049623883,154.2271468
ID7130,7130,49,8929,980.9444693,1079.790379,0,141,141,53.32113937,1,,254.3722023,255,0,255,2273070,12.63772723,0.998056513,20.10842399,0.377518325,-0.018708029,62.56413195,53.91692498,-1.454355674,1.160380195,8932,442.93057,0.572120182,0.821522189,4.686636797,98.96952909
ID7131,7131,50,6561,169.0775241,1066.004896,0,141,141,45.73068939,1,,254.4557097,255,0,255,1668975,11.76940485,0.998678924,21.60580966,0.423299726,-2.393447303,50.79389037,48.52372301,-0.977859618,1.04678469,6570,378.4299961,0.576506392,0.806233894,4.668774181,72.79778393
ID7132,7132,51,7535,684.6113319,1114.258615,0,141,141,49.02122485,1,,254.0207892,255,0,255,1918365,15.77253444,0.998848259,16.09598145,-0.241260278,0.849666991,52.13106332,48.99946969,-1.356394509,1.063910766,7549.5,359.8828794,0.732496713,0.897521251,4.141923676,83.65096953
ID7133,7133,39,3896,1208.00171,1130.288707,0,141,141,35.22911078,1,,254.2157868,255,0,255,991950,14.12127779,0.99897146,17.99305897,-0.137364121,0.781834537,43.04627058,30.51672233,1.071783947,1.410579751,3899,262.6346091,0.710328416,0.883125708,4.206058781,43.20221607
ID7134,7134,41,3798,987.8617564,1243.967749,0,141,141,34.72402409,1,,254.0573013,255,0,255,962115,15.47781472,0.799141727,14.5817774,-1.418340519,0.931737878,46.19267258,28.09717662,0.003458974,1.644032538,3788,274.9263847,0.629777285,0.846007817,4.466953544,41.97229917
ID7136,7136,46,11462,1089.838064,68.01520445,0,142,142,60.36960363,1,,253.5739252,255,0,255,2901900,19.01701832,0.772728498,11.62456919,1.044373301,-1.456937174,72.63643307,52.89885878,1.151724682,1.373119095,11449.5,474.3739128,0.639373732,0.868471954,4.43330425,126.8642659
ID7137,7137,65,409,743.3830906,161.6480583,0,142,142,11.45179781,1,,251.9202899,255,0,255,104295,27.88763208,0.993469774,9.00381382,0.417998463,-0.386793382,15.07285239,9.490768977,0.160408678,1.588159234,412,81.4292184,0.780812123,0.954808806,4.01172965,4.565096953
ID7138,7138,63,2958,977.3189928,278.9371048,0,142,142,30.65372382,1,,253.7033898,255,0,255,748425,18.14017484,0.995470486,13.95397296,-0.018839444,1.543018962,44.34451641,22.69779577,1.569762552,1.953692635,2952,239.3277395,0.647649657,0.884494382,4.404887917,32.70914127
ID7139,7139,52,3498,1263.790885,309.084348,0,142,142,33.33257652,1,,254.49,255,0,255,890715,11.39416489,0.690678878,18.24875605,10.70601471,2.283923296,57.89376344,32.83155637,1.490845757,1.763357265,3490.5,293.1515919,0.510402735,0.917345598,4.961904894,38.67590028
ID7140,7140,59,2678,799.5887523,407.5441587,0,142,142,29.22643631,1,,254.2396571,255,0,255,682125,13.90616391,0.997759939,18.26201556,4.679342292,-0.121346714,39.37886236,25.65548943,0.192487515,1.534909808,2683.5,225.117353,0.665416425,0.861891762,4.345684307,29.73407202
ID7141,7141,66,604,645.2303433,452.406423,0,142,142,13.84277976,1,,254.1528239,255,0,255,153000,14.68572264,0.990049751,17.21958571,-0.082739877,-0.102630088,21.04479714,10.89368754,-0.377917807,1.931834108,602,113.1572345,0.590801658,0.863082437,4.611944575,6.670360111
ID7142,7142,42,11679,1225.883366,614.1018637,0,142,142,60.97164227,1,,254.6724049,255,0,255,2973555,9.134362019,0.732791842,23.58130831,-3.150980705,-2.588397861,78.75583946,49.3203292,1.364396314,1.596823069,11679,485.2958313,0.623164064,0.867553112,4.490593377,129.4072022
ID7143,7143,43,2680,1002.964896,620.6141664,0,142,142,29.16920166,1,,254.0460157,255,0,255,679065,15.57069714,0.996501312,16.28705644,-2.345767844,0.062771612,33.41920446,28.50375832,-1.322669248,1.172449054,2673,224.3046871,0.667624284,0.858795181,4.338492684,29.61772853
ID7144,7144,45,8121,838.292851,804.0782577,0,142,142,50.86162055,1,,254.3730793,255,0,255,2069325,12.62898879,0.999178005,20.13371727,0.929088373,-0.283291357,58.83658632,50.25197497,1.081646555,1.170831323,8127,392.509613,0.66288704,0.866556486,4.353967347,90.0498615
ID7145,7145,47,13648,1191.421253,859.2145909,0,142,142,65.92453285,1,,254.6449509,255,0,255,3474885,9.50884253,0.941153396,25.967968,-0.043786877,-0.71336193,70.10838377,63.99612453,1.529612866,1.095509834,13653.5,464.0147638,0.796875108,0.930106611,3.971090655,151.2853186
ID7147,7147,49,8535,977.7319978,1083.924594,0,142,142,52.12574401,1,,254.7907631,255,0,255,2173620,7.301909305,0.998515972,34.867807,1.41161624,-2.501191936,66.88360587,52.9733172,1.511334735,1.262590478,8536,474.1812482,0.477062763,0.747558786,5.132360718,94.58171745
ID7148,7148,50,5409,168.468461,1066.092921,0,142,142,41.48232449,1,,254.1520414,255,0,255,1375725,14.68162916,0.998392787,17.2969659,1.627027769,-0.551805078,50.95634549,38.74326389,2.438613103,1.315231098,5406,333.7614422,0.609836731,0.834066188,4.539396753,59.90027701
ID7152,7152,51,7726,684.7590773,1114.892247,0,142,142,49.61822059,1,,254.4387623,255,0,255,1965285,11.95069522,0.997842729,21.26771829,-0.590995301,-0.090940193,53.53969714,49.16246988,1.195828835,1.089035951,7734.5,362.1426375,0.741110195,0.901877332,4.117783777,85.70083102
ID7155,7155,39,4048,1208.555001,1130.918525,0,142,142,35.93803505,1,,253.4922395,255,0,255,1028925,19.55248781,0.997029342,12.94541965,0.555724504,0.592915845,43.4789539,31.60594686,1.039334103,1.375657375,4057.5,264.2031865,0.730453022,0.894411992,4.147713851,44.95844875
ID7156,7156,41,3891,988.3389354,1243.096179,0,142,142,35.15448952,1,,254.4103289,255,0,255,990165,12.24977465,0.822752965,18.74900732,-1.419060952,0.842878774,47.10066593,28.56192922,0.051254486,1.649071586,3882.5,281.1057672,0.617421597,0.837648328,4.511427927,43.01939058
ID7135,7135,44,18014,495.6510071,81.44233954,0,142,142,75.72235558,1,,252.9613591,255,0,255,4556340,22.70960164,0.905724205,10.5879185,-1.112173553,3.514747202,99.06329676,62.75870921,0.572327232,1.578478876,18013.5,625.3407635,0.578861264,0.858112614,4.659267956,199.5955679
ID7168,7168,59,2621,799.4162844,407.7849771,0,143,143,28.85651854,1,,254.6100917,255,0,255,666060,9.965567749,0.996941896,25.50985452,2.422369204,-0.153895681,36.55982331,25.31423069,0.227366934,1.444239951,2616,218.4682599,0.688764738,0.873164219,4.271392489,28.98614958
ID7169,7169,66,1059,641.3012942,446.8571654,0,143,143,18.33399138,1,,254.2735043,255,0,255,267750,13.59794881,0.991803212,18.6224486,-1.845814816,0.137083253,23.56992,16.68027208,-0.014701682,1.413041699,1056,128.4048818,0.804842148,0.944543828,3.951387088,11.70083102
ID7178,7178,42,11018,1220.162371,612.642291,0,143,143,59.22244069,1,,254.6063743,255,0,255,2803980,10.01142932,0.843697955,23.27557425,0.501460164,-0.678932187,77.83570859,47.72388127,1.509888678,1.630959312,11018.5,502.610835,0.548111163,0.81164598,4.788181547,122.0886427
ID7182,7182,43,2787,1002.653035,619.9885853,0,143,143,29.75531799,1,,254.6328294,255,0,255,707370,9.670954586,0.995688873,26.2727701,-3.071929628,0.306510542,34.06283347,30.12311115,-1.276036151,1.130787365,2781.5,221.8713217,0.710046167,0.882875734,4.206894669,30.8199446
ID7187,7187,45,8279,838.194597,801.7602073,0,143,143,51.34590181,1,,254.2310012,255,0,255,2107575,13.98309405,0.998951002,18.17177132,2.135711076,0.764538241,59.57209475,51.36416618,0.872349626,1.159798731,8282.5,393.8349495,0.671031336,0.872301211,4.327464672,91.77285319
ID7189,7189,47,13470,1191.302235,858.7909039,0,143,143,65.46909021,1,,254.640205,255,0,255,3428985,9.572099391,0.934307535,25.69887425,0.622189179,-0.753455088,67.92744713,64.86368377,1.587576954,1.047233879,13465.5,466.6452668,0.777067272,0.925400316,4.021384716,149.2022161
ID7159,7159,44,16652,496.9157056,77.56902731,0,143,143,72.79576214,1,,252.8707875,255,0,255,4209540,23.20448188,0.916049247,10.42002919,2.563156989,2.67644084,102.3412809,55.0704791,0.647610391,1.858369178,16648,605.2279507,0.571128692,0.874806232,4.690703077,184.465374
ID7191,7191,49,8583,977.4067747,1083.395794,0,143,143,52.24773281,1,,254.4052478,255,0,255,2181525,12.30145214,0.997665187,20.65674065,1.189527954,-2.085480952,63.0049651,53.52257254,1.445044464,1.177166233,8576,471.5109639,0.48474244,0.756261023,5.091542925,95.02493075
ID7161,7161,46,11388,1089.794696,66.45238723,0,143,143,60.19535355,1,,253.3204531,255,0,255,2884560,20.62767405,0.776972133,10.73927138,1.134837418,-0.597649992,71.48962521,54.07659436,1.110830615,1.322006795,11383.5,476.9439171,0.628855766,0.863236521,4.470225259,126.132964
ID7193,7193,50,5614,169.0671828,1066.929288,0,143,143,42.29164516,1,,254.0021345,255,0,255,1428000,15.92184241,0.999047564,15.94546096,2.611907287,0.772254415,50.52780004,41.13194786,-0.505687277,1.228431977,5619,339.4212201,0.612901827,0.8217315,4.528031862,62.26038781
ID7162,7162,65,448,742.0402039,161.9261986,0,143,143,11.85469589,1,,254.4204545,255,0,255,111945,12.15664801,0.980516898,20.72262214,0.18988027,-0.024564577,15.39518671,9.517378683,0.088876287,1.617586861,441.5,83.94341322,0.787349079,0.939361702,3.99504127,4.891966759
ID7194,7194,51,7899,683.5531816,1115.378192,0,143,143,50.17799517,1,,254.2908608,255,0,255,2011695,13.42946046,0.998142363,18.91769606,-0.442829395,0.106579959,52.67065943,50.54134337,1.430434944,1.042130183,7910,368.615559,0.731541591,0.898353208,4.144626704,87.64542936
ID7196,7196,39,4102,1209.056071,1132.072619,0,143,143,36.12135412,1,,254.3156868,255,0,255,1042440,13.19371293,0.997719498,19.25351669,-0.099911813,-0.010693734,43.72308166,31.02956889,1.047108372,1.409077961,4099,265.3270591,0.731685916,0.905256184,4.144217919,45.41828255
ID7165,7165,63,2975,978.1930504,279.4968003,0,143,143,30.74186156,1,,254.4853683,255,0,255,756585,11.44597312,0.997079316,22.20109959,-0.151278282,1.394153114,43.40811602,23.52048932,1.553994738,1.845544769,2969,239.6509388,0.649623598,0.879573397,4.398190497,32.89750693
ID7197,7197,41,4280,986.8500526,1245.960072,0,143,143,36.89515183,1,,254.4626551,255,0,255,1086810,11.6947094,0.732349426,18.39701932,-0.915138981,-0.569975043,46.60515755,30.64327959,0.019160855,1.520893265,4276.5,278.7279919,0.691730888,0.884213791,4.262224761,47.38504155
ID7167,7167,52,3533,1263.634278,309.2383853,0,143,143,33.52064883,1,,254.4234031,255,0,255,900150,12.11367959,0.690831875,17.16259333,9.603431378,2.81359057,59.4024394,32.25722308,1.428181936,1.841523657,3530,298.6631372,0.49730328,0.893444698,5.026830831,39.11357341
ID7200,7200,51,8254,681.8879397,1117.772386,0,144,144,51.25438021,1,,254.5981331,255,0,255,2100180,10.11567919,0.998463963,25.14931938,0.044860893,4.752887309,60.82525094,48.24271135,-1.46152148,1.260817422,8253,431.0529315,0.558162305,0.803016298,4.744873958,91.44598338
ID7171,7171,46,11731,1089.689846,68.19546956,0,144,144,61.04207997,1,,253.5621529,255,0,255,2967945,19.09488806,0.764482858,11.50661594,1.769004621,1.264625123,69.88713134,54.25122322,1.154021272,1.288213006,11706,471.8535011,0.660699564,0.87609924,4.361169055,129.7063712
ID7172,7172,63,1832,976.4766002,263.4520168,0,144,144,24.13848062,1,,253.4672131,255,0,255,463845,19.71607561,0.996707814,12.8346685,0.138427262,0.244235028,30.58201285,20.46957226,-1.124395396,1.494023053,1830.5,178.8286036,0.719292657,0.908211362,4.179767442,20.28254848
ID7175,7175,52,3550,1263.358333,309.0893597,0,144,144,33.56809493,1,,253.5658043,255,0,255,901680,19.07263193,0.692043193,10.87506368,9.507561584,3.573766756,58.04852064,32.48590505,1.395929175,1.786883282,3540,297.0118624,0.504272792,0.894052279,4.991972267,39.22437673
ID7177,7177,59,2804,797.9654998,408.2449545,0,144,144,29.85144094,1,,254.6355841,255,0,255,712725,9.634646347,0.996666864,26.38503782,3.001051305,-0.260528256,39.54276671,25.88032036,0.070539545,1.527908703,2799.5,227.4452435,0.680043381,0.874707077,4.298694909,31.01939058
ID7179,7179,66,1131,640.8775314,446.8284553,0,144,144,18.94450835,1,,254.32,255,0,255,286110,13.15642273,0.994678461,19.27891137,-0.556324959,0.287400358,21.89432188,18.54700709,0.015631472,1.180477356,1127.5,133.600095,0.793803264,0.931818182,3.978766858,12.49307479
ID7216,7216,39,4290,1208.948366,1132.4836,0,144,144,36.90377824,1,,254.1639344,255,0,255,1085280,14.57900863,0.994854369,17.388585,-0.290814364,0.347700088,44.59638997,32.47480548,0.96958489,1.373261189,4278.5,265.6007007,0.762154411,0.922289286,4.060536776,47.40720222
ID7218,7218,41,4132,987.8578628,1247.154119,0,144,144,36.20277553,1,,254.629001,255,0,255,1050090,9.720597956,0.727824039,22.06844661,-0.694739155,-0.736240533,44.36893807,30.27132688,-0.046870343,1.4657084,4117.5,278.1090104,0.668980336,0.875877473,4.334093297,45.6232687
ID7188,7188,42,11543,1220.110072,610.0365173,0,144,144,60.57226183,1,,254.8009713,255,0,255,2938110,7.121594325,0.807540955,31.96908857,0.563386876,-1.205659227,79.37125298,49.35958209,1.448028255,1.608021171,11526.5,502.1175973,0.574508468,0.843412725,4.676885253,127.7174515
ID7190,7190,43,2662,1003.639607,620.3862279,0,144,144,29.05165509,1,,254.4217687,255,0,255,673200,12.13137453,0.992968766,20.89822245,-1.977749859,-0.47646805,33.4628566,27.81831251,-1.451037244,1.202907494,2651.5,225.7148554,0.654005212,0.844695763,4.383432542,29.37950139
ID7192,7192,45,8190,839.1754006,802.159419,0,144,144,51.04746696,1,,254.6575928,255,0,255,2086155,9.338481969,0.999103414,27.25746874,1.097731659,1.926509766,59.90276181,48.97883969,1.244121971,1.223033502,8186.5,398.2435153,0.648650421,0.851651495,4.401488584,90.70914127
ID7163,7163,44,17105,497.8762038,79.30726791,0,144,144,73.7730468,1,,253.2238806,255,0,255,4326330,21.2080686,0.910435549,11.38021199,1.970028684,2.303403205,102.7598462,55.05785375,0.66053899,1.866397601,17098,609.718513,0.577958178,0.872435963,4.662906696,189.4515235
ID7195,7195,47,13618,1191.692901,858.6625205,0,144,144,65.8605255,1,,254.6071743,255,0,255,3470805,10.00117893,0.928743601,24.51719446,-0.239020519,-0.398391262,68.76001097,64.74393144,1.427199218,1.062030208,13627,465.1019546,0.791614591,0.931505913,3.984263352,150.9916898
ID7198,7198,49,9153,973.5122876,1083.315941,0,144,144,53.94431369,1,,254.4984155,255,0,255,2328915,11.29895651,0.998977582,22.51254324,1.77414498,-3.223620486,67.04433629,56.4879216,1.122324194,1.186879149,9142,520.2888407,0.424386987,0.700214461,5.44156602,101.2963989
ID7199,7199,50,5668,169.0867443,1066.237768,0,144,144,42.4756452,1,,254.4596504,255,0,255,1441005,11.7269546,0.998351192,21.6807951,2.152953762,0.542289652,52.03162918,40.06220133,-0.561951271,1.298771097,5668,327.5124773,0.66402435,0.87787501,4.350237114,62.8033241
ID7201,7201,42,11381,1220.656581,607.618289,0,145,145,60.17948762,1,,254.6637658,255,0,255,2897055,9.253874291,0.796655698,24.40503106,-0.648675561,-0.067192116,77.73638842,49.17710865,1.482647908,1.580743369,11377.5,494.675227,0.584273763,0.839605933,4.637636865,126.066482
ID7202,7202,43,2614,1002.68527,619.9844546,0,145,145,28.85651854,1,,253.9277523,255,0,255,664275,16.5038653,0.995913676,15.35445606,-2.806181912,-0.902850149,33.33639064,29.00646187,1.690774831,1.149274627,2616,219.2370019,0.683942978,0.870404259,4.286422585,28.98614958
ID7203,7203,45,8475,837.6706814,804.524599,0,145,145,51.9835722,1,,254.1900953,255,0,255,2160870,14.34900614,0.99952744,17.71063575,1.92794871,-1.075313801,59.86883323,51.69141201,0.987042141,1.158196902,8489.5,400.5114455,0.665061969,0.868180191,4.346842206,94.06648199
ID7204,7204,47,12946,1190.562586,859.818357,0,145,145,64.15780773,1,,254.80283,255,0,255,3295365,7.088255538,0.956395023,35.14597817,-0.060092588,0.611418822,67.66015113,62.26366103,1.536986559,1.086671584,12931.5,461.6192066,0.762589863,0.922032086,4.059377294,143.2853186
ID7173,7173,46,11871,1088.674496,67.66033986,0,145,145,61.46171633,1,,253.7534766,255,0,255,3010785,17.78584563,0.750657596,12.23511764,0.649826925,0.607827363,70.94722491,54.81779418,1.154895853,1.294237135,11867.5,459.4486372,0.70647235,0.897624991,4.217521911,131.4958449
ID7206,7206,49,9081,971.6480138,1082.071892,0,145,145,53.82173464,1,,253.8804742,255,0,255,2313105,16.85992148,0.998749937,15.04880624,0.662331916,-3.567559827,64.10125052,58.3447296,1.213426841,1.09866394,9100.5,478.7983386,0.498849853,0.75276066,5.019032499,100.8365651
ID7207,7207,50,5839,170.3528035,1068.850834,0,145,145,43.10792405,1,,254.6502657,255,0,255,1485375,9.437965662,0.997829685,26.95216734,5.492880065,0.87700954,52.29857958,42.72865578,-0.211335095,1.22396969,5838,370.0619962,0.535704112,0.766846184,4.843311947,64.68698061
ID7176,7176,63,3010,977.1070677,279.9159189,0,145,145,30.94825435,1,,254.0681063,255,0,255,764745,15.38970922,0.997556916,16.48876975,-0.104250893,0.523823706,44.79346852,23.02324164,1.518555013,1.945576093,3009,246.2749522,0.623435552,0.859468723,4.48961551,33.34072022
ID7210,7210,51,8020,681.4945972,1116.664308,0,145,145,50.52726434,1,,254.6183587,255,0,255,2041530,9.858245486,0.999084725,25.81613359,-0.023071228,4.639163728,61.54767556,47.29122821,1.680147372,1.301460712,8020.5,420.6931414,0.56948258,0.809579085,4.697477517,88.86980609
ID7180,7180,52,3363,1264.328098,309.7138355,0,145,145,32.69623453,1,,254.3935791,255,0,255,855780,12.4223775,0.697531085,16.82973388,7.879392111,0.737985016,56.71118297,30.1862784,1.505436194,1.878707346,3358.5,296.5405951,0.479939956,0.877121964,5.116953595,37.2132964
ID7212,7212,39,4160,1210.794719,1131.433558,0,145,145,36.37382358,1,,254.3862816,255,0,255,1056975,12.49636459,0.996789596,20.3240936,0.456628167,0.260328877,45.4778515,30.70250416,1.030314165,1.481242418,4156.5,269.8923866,0.717061461,0.913516484,4.186265237,46.05540166
ID7214,7214,41,3910,988.7580067,1248.050688,0,145,145,35.24717699,1,,254.4778603,255,0,255,994245,11.52853086,0.722308705,18.51475144,-2.918518246,-1.408829296,44.94972068,30.51831454,-0.061736362,1.472876905,3903,281.6784552,0.618160364,0.834152597,4.508731305,43.2465374
ID7183,7183,59,1825,796.1028485,401.2536748,0,145,145,24.10549102,1,,254.4398682,255,0,255,463335,11.94144748,0.999268266,21.29949016,-2.577970604,5.295334442,31.31030302,25.79964644,-0.466554544,1.213594267,1825.5,219.8377687,0.474664865,0.709758942,5.145308141,20.22714681
ID7184,7184,66,1145,638.5703444,445.1110625,0,145,145,19.06593533,1,,254.5530237,255,0,255,290445,10.67140967,0.995332548,23.79794095,0.168658979,0.4867742,23.11956178,18.16723205,0.620158912,1.272596822,1142,141.9226603,0.712479678,0.895686275,4.199704091,12.65373961
ID7166,7166,44,17648,494.3107227,82.7539102,0,145,145,74.92365446,1,,253.1917971,255,0,255,4463265,21.39738545,0.913070935,11.29515934,-0.270374907,5.176672862,96.78212764,62.51100604,0.592612631,1.548241402,17635.5,634.8686591,0.549831814,0.834579528,4.780683577,195.4072022
ID7170,7170,49,8943,973.5679995,1082.103284,0,146,146,53.3852748,1,,254.3447659,255,0,255,2276640,12.91022743,0.998955437,19.69073422,0.133963521,-3.165831757,65.57031254,54.52401396,1.40813341,1.202595109,8953.5,465.3459749,0.519578029,0.7766405,4.917898292,99.20775623
ID7174,7174,50,5841,170.1193655,1068.553663,0,146,146,43.12268956,1,,253.9981209,255,0,255,1486905,15.95364772,0.99954184,15.91735797,4.705284429,0.662662489,51.12391141,43.97474377,2.940243191,1.162574401,5842,373.1100034,0.527348397,0.764909984,4.881531732,64.73130194
ID7146,7146,44,17916,496.2683821,82.99211133,0,146,146,75.51714985,1,,252.9908918,255,0,255,4527525,22.54583053,0.915821661,10.72814106,-2.010242596,4.582891714,95.86713909,62.7471749,0.568632952,1.527831958,17916,631.4454067,0.564649959,0.848154899,4.717536636,198.5152355
ID7149,7149,46,11830,1088.578976,68.10702601,0,146,146,61.33340228,1,,253.4241937,255,0,255,2993700,19.98452535,0.751329016,10.88044479,0.802261167,2.070267777,70.38547566,54.58754162,1.127021918,1.289405486,11818,459.0570022,0.704726524,0.898673054,4.222742735,130.9473684
ID7181,7181,51,8034,681.4795181,1116.497489,0,146,146,50.56190118,1,,254.3973131,255,0,255,2045100,12.38309343,0.998752731,20.53110271,0.510395931,5.122485626,62.35477709,47.64935706,-1.500226815,1.308617386,8031.5,424.3255868,0.560541907,0.803591976,4.73479182,88.99168975
ID7150,7150,63,2643,978.6245817,277.6804635,0,146,146,28.98584042,1,,254.323351,255,0,255,670905,13.12070478,0.996208525,19.34654496,-0.223962346,1.878888672,43.55877435,22.40130728,1.512642905,1.944474659,2639.5,251.9733791,0.522422905,0.782653818,4.904489703,29.2465374
